"Dataset: ACS 1-Year Estimates Public Use Microdata Sample (2024)"
"Weight: Housing Unit Weight (WGTP)"
"Universe:"
"Selected Geographies:"
"  East North Central Division"
"  East South Central Division"
"  Middle Atlantic Division"
"  Mountain Division"
"  New England Division"
"  Pacific Division"
"  South Atlantic Division"
"  West North Central Division"
"  West South Central Division"
"","","Income_Group (HINCP_RC1)","","","","",""
"Group","Educational attainment","Total Income_Group (HINCP_RC1)","0-24999","25000-49999","50000-99999","100000-149999","150000+"
"","Grade 11","29,093","6,780","8,348","10,132","2,544","1,289"
"","12th grade - no diploma","35,946","7,379","8,326","12,825","4,445","2,971"
"","Regular high school diploma","653,646","90,223","149,604","251,356","98,993","63,470"
"","GED or alternative credential","94,953","16,146","27,130","30,960","12,633","8,084"
"","Some college, but less than 1 year","177,873","19,692","36,142","64,160","34,348","23,531"
"","1 or more years of college credit, no degree","304,926","31,476","60,364","114,084","56,637","42,365"
"","Associate's degree","197,923","15,180","30,061","78,481","42,115","32,086"
"","Bachelor's degree","429,204","28,843","49,986","141,830","93,718","114,827"
"","Master's degree","183,928","7,528","19,784","58,007","42,145","56,464"
"","Professional degree beyond a bachelor's degree","66,743","3,912","4,411","12,787","13,943","31,690"
"","Doctorate degree","46,312","2,079","2,945","10,832","8,492","21,964"
" -> West North Central Division -> 61+ -> Female","","2,704,162","439,005","583,966","878,120","419,410","383,661"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","35,812","9,312","7,718","9,768","4,285","4,729"
"","Nursery school, preschool","454","56","208","121","0","69"
"","Kindergarten","560","0","361","0","0","199"
"","Grade 1","380","35","265","48","0","32"
"","Grade 2","1,519","409","0","810","300","0"
"","Grade 3","1,823","304","907","47","411","154"
"","Grade 4","3,143","305","1,074","934","646","184"
"","Grade 5","809","311","0","280","79","139"
"","Grade 6","5,333","1,334","853","1,515","933","698"
"","Grade 7","4,965","2,918","305","617","1,017","108"
"","Grade 8","20,367","8,336","6,672","2,606","1,617","1,136"
"","Grade 9","15,084","5,751","3,753","3,751","1,338","491"
"","Grade 10","31,230","12,909","7,379","7,269","2,139","1,534"
"","Grade 11","32,760","12,141","7,861","8,577","2,503","1,678"
"","12th grade - no diploma","35,899","8,942","8,796","9,079","3,429","5,653"
"","Regular high school diploma","787,202","153,773","209,809","250,659","97,012","75,949"
"","GED or alternative credential","101,142","25,386","25,130","32,985","10,818","6,823"
"","Some college, but less than 1 year","241,052","38,297","57,240","85,435","33,893","26,187"
"","1 or more years of college credit, no degree","370,393","61,928","80,079","128,878","55,175","44,333"
"","Associate's degree","259,496","35,449","53,346","92,253","45,804","32,644"
"","Bachelor's degree","468,453","41,071","73,552","153,699","93,958","106,173"
"","Master's degree","226,589","15,747","30,077","73,334","51,928","55,503"
"","Professional degree beyond a bachelor's degree","33,348","3,201","4,193","7,682","6,626","11,646"
"","Doctorate degree","26,349","1,090","4,388","7,773","5,499","7,599"
" -> South Atlantic Division","","51,838,879","4,761,686","7,239,783","15,014,599","10,410,086","14,412,725"
" -> South Atlantic Division -> 18-29","","9,030,282","769,634","1,266,989","2,819,833","1,953,128","2,220,698"
" -> South Atlantic Division -> 18-29 -> Male","","4,486,954","335,466","590,480","1,391,300","1,000,912","1,168,796"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","51,685","5,455","10,210","19,292","8,750","7,978"
"","Nursery school, preschool","1,875","0","332","740","232","571"
"","Kindergarten","510","91","112","236","0","71"
"","Grade 1","1,509","0","593","528","179","209"
"","Grade 2","2,563","0","229","1,652","682","0"
"","Grade 3","3,571","283","243","1,496","1,188","361"
"","Grade 4","3,091","870","510","675","887","149"
"","Grade 5","5,021","0","674","1,813","1,843","691"
"","Grade 6","23,632","2,262","4,161","5,187","4,862","7,160"
"","Grade 7","5,829","447","890","2,013","984","1,495"
"","Grade 8","17,783","1,614","4,466","5,412","4,981","1,310"
"","Grade 9","41,613","5,875","7,125","12,062","9,270","7,281"
"","Grade 10","59,549","7,187","11,338","22,373","10,054","8,597"
"","Grade 11","198,669","19,601","26,702","64,909","38,097","49,360"
"","12th grade - no diploma","125,957","11,966","21,488","39,422","25,002","28,079"
"","Regular high school diploma","1,515,772","105,780","218,554","492,400","342,309","356,729"
"","GED or alternative credential","116,717","7,817","20,135","39,722","28,604","20,439"
"","Some college, but less than 1 year","307,002","15,132","41,783","104,180","68,035","77,872"
"","1 or more years of college credit, no degree","693,938","72,602","105,081","195,758","136,829","183,668"
"","Associate's degree","313,721","20,282","37,425","102,704","72,028","81,282"
"","Bachelor's degree","816,047","49,756","63,312","233,244","197,254","272,481"
"","Master's degree","140,540","5,209","12,831","37,230","36,710","48,560"
"","Professional degree beyond a bachelor's degree","26,657","1,482","1,217","5,807","7,453","10,698"
"","Doctorate degree","13,703","1,755","1,069","2,445","4,679","3,755"
" -> South Atlantic Division -> 18-29 -> Female","","4,543,328","434,168","676,509","1,428,533","952,216","1,051,902"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","37,761","5,886","6,399","12,247","5,589","7,640"
"","Nursery school, preschool","1,765","284","197","763","385","136"
"","Kindergarten","796","0","228","220","137","211"
"","Grade 1","860","367","114","307","0","72"
"","Grade 2","1,397","565","82","636","41","73"
"","Grade 3","2,411","0","669","694","940","108"
"","Grade 4","2,765","687","353","1,132","398","195"
"","Grade 5","3,435","813","1,320","299","700","303"
"","Grade 6","11,512","1,407","3,493","4,157","875","1,580"
"","Grade 7","3,798","963","1,051","1,037","747","0"
"","Grade 8","11,621","3,093","2,047","3,603","1,376","1,502"
"","Grade 9","28,667","3,565","5,837","8,509","5,441","5,315"
"","Grade 10","47,044","8,964","8,481","15,786","7,243","6,570"
"","Grade 11","146,092","13,106","23,877","42,430","28,332","38,347"
"","12th grade - no diploma","100,611","10,966","16,794","33,318","17,509","22,024"
"","Regular high school diploma","1,211,011","135,964","206,118","393,960","240,303","234,666"
"","GED or alternative credential","91,522","9,516","16,652","28,803","18,535","18,016"
"","Some college, but less than 1 year","308,587","25,770","49,289","109,656","60,429","63,443"
"","1 or more years of college credit, no degree","762,776","101,095","124,526","237,464","142,844","156,847"
"","Associate's degree","387,486","30,710","63,396","128,070","81,250","84,060"
"","Bachelor's degree","1,068,374","64,703","121,800","322,934","254,279","304,658"
"","Master's degree","249,644","12,332","18,208","68,400","69,640","81,064"
"","Professional degree beyond a bachelor's degree","39,905","2,555","4,333","8,679","8,253","16,085"
"","Doctorate degree","23,488","857","1,245","5,429","6,970","8,987"
" -> South Atlantic Division -> 30-44","","13,205,478","788,617","1,569,518","3,813,741","2,975,384","4,058,218"
" -> South Atlantic Division -> 30-44 -> Male","","6,307,833","312,081","693,585","1,837,741","1,479,004","1,985,422"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","111,951","14,065","20,447","37,682","21,848","17,909"
"","Nursery school, preschool","1,288","0","302","422","190","374"
"","Kindergarten","1,101","0","476","515","0","110"
"","Grade 1","2,684","138","689","1,035","228","594"
"","Grade 2","3,010","104","531","1,487","624","264"
"","Grade 3","8,810","966","2,634","3,476","1,176","558"
"","Grade 4","6,954","1,046","2,028","2,414","1,216","250"
"","Grade 5","10,917","549","2,611","4,690","1,700","1,367"
"","Grade 6","40,766","2,730","11,317","13,981","6,531","6,207"
"","Grade 7","14,470","1,536","5,508","4,487","1,860","1,079"
"","Grade 8","31,432","3,401","7,179","11,633","5,552","3,667"
"","Grade 9","63,554","6,373","19,048","21,163","9,830","7,140"
"","Grade 10","69,202","9,281","17,604","23,833","10,160","8,324"
"","Grade 11","80,321","9,425","18,291","32,014","13,002","7,589"
"","12th grade - no diploma","121,816","13,250","23,034","41,455","23,783","20,294"
"","Regular high school diploma","1,284,686","90,141","207,588","473,132","289,607","224,218"
"","GED or alternative credential","314,232","29,107","59,764","116,272","65,786","43,303"
"","Some college, but less than 1 year","363,339","21,243","44,706","120,142","93,540","83,708"
"","1 or more years of college credit, no degree","745,227","31,203","82,784","253,842","196,694","180,704"
"","Associate's degree","520,082","19,547","50,414","174,703","143,014","132,404"
"","Bachelor's degree","1,539,035","39,507","84,333","344,876","387,582","682,737"
"","Master's degree","693,560","13,827","24,227","112,493","157,320","385,693"
"","Professional degree beyond a bachelor's degree","158,136","2,261","3,937","22,867","23,212","105,859"
"","Doctorate degree","121,260","2,381","4,133","19,127","24,549","71,070"
" -> South Atlantic Division -> 30-44 -> Female","","6,897,645","476,536","875,933","1,976,000","1,496,380","2,072,796"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","102,131","19,957","20,890","30,247","15,674","15,363"
"","Nursery school, preschool","3,220","647","37","1,462","434","640"
"","Kindergarten","833","302","201","253","0","77"
"","Grade 1","3,353","493","742","1,868","0","250"
"","Grade 2","5,318","1,694","1,426","2,000","88","110"
"","Grade 3","5,533","1,827","1,047","1,106","760","793"
"","Grade 4","4,906","358","1,146","2,009","190","1,203"
"","Grade 5","9,040","1,485","2,248","3,512","1,031","764"
"","Grade 6","36,359","5,948","10,711","11,140","4,183","4,377"
"","Grade 7","11,530","1,179","2,250","4,830","1,727","1,544"
"","Grade 8","31,556","6,247","8,916","8,442","5,008","2,943"
"","Grade 9","50,100","11,130","11,918","15,615","7,473","3,964"
"","Grade 10","52,445","10,720","10,446","19,869","7,306","4,104"
"","Grade 11","56,532","12,938","14,483","17,262","7,411","4,438"
"","12th grade - no diploma","102,563","18,185","20,410","32,113","17,468","14,387"
"","Regular high school diploma","1,058,782","115,479","223,893","366,948","202,975","149,487"
"","GED or alternative credential","227,339","30,228","46,902","77,588","39,885","32,736"
"","Some college, but less than 1 year","364,733","36,094","68,436","125,050","76,856","58,297"
"","1 or more years of college credit, no degree","792,615","65,709","139,014","272,446","174,640","140,806"
"","Associate's degree","733,421","49,582","106,828","244,816","181,456","150,739"
"","Bachelor's degree","1,846,944","56,291","134,501","477,746","440,539","737,867"
"","Master's degree","1,039,050","23,394","39,718","211,516","248,874","515,548"
"","Professional degree beyond a bachelor's degree","198,597","4,288","5,395","23,646","33,839","131,429"
"","Doctorate degree","160,745","2,361","4,375","24,516","28,563","100,930"
" -> South Atlantic Division -> 45-60","","13,176,119","861,606","1,423,694","3,401,025","2,748,735","4,741,059"
" -> South Atlantic Division -> 45-60 -> Male","","6,255,222","359,301","623,334","1,579,551","1,321,352","2,371,684"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","133,401","14,873","21,709","51,217","23,880","21,722"
"","Nursery school, preschool","1,913","93","164","598","303","755"
"","Kindergarten","971","380","84","321","0","186"
"","Grade 1","2,623","204","425","1,135","334","525"
"","Grade 2","6,127","601","419","2,732","702","1,673"
"","Grade 3","9,922","1,222","1,449","4,345","1,744","1,162"
"","Grade 4","7,494","1,452","597","2,788","1,792","865"
"","Grade 5","15,859","557","3,173","5,518","4,031","2,580"
"","Grade 6","42,274","4,000","7,226","16,856","8,106","6,086"
"","Grade 7","14,015","1,785","3,587","4,674","2,334","1,635"
"","Grade 8","34,489","6,712","7,174","11,372","5,571","3,660"
"","Grade 9","75,196","9,062","17,756","24,571","15,242","8,565"
"","Grade 10","75,372","13,015","14,453","21,910","14,525","11,469"
"","Grade 11","87,525","11,896","15,199","31,693","15,454","13,283"
"","12th grade - no diploma","125,339","11,946","21,520","40,818","27,087","23,968"
"","Regular high school diploma","1,397,107","104,941","198,230","471,298","316,814","305,824"
"","GED or alternative credential","291,250","32,390","44,403","92,841","63,521","58,095"
"","Some college, but less than 1 year","380,751","24,568","39,005","111,517","91,346","114,315"
"","1 or more years of college credit, no degree","700,237","39,986","71,532","194,609","166,316","227,794"
"","Associate's degree","522,460","25,097","47,330","139,082","133,943","177,008"
"","Bachelor's degree","1,341,150","34,945","76,472","226,919","277,360","725,454"
"","Master's degree","691,967","13,820","23,239","92,408","111,447","451,053"
"","Professional degree beyond a bachelor's degree","172,630","2,417","5,805","15,713","19,614","129,081"
"","Doctorate degree","125,150","3,339","2,383","14,616","19,886","84,926"
" -> South Atlantic Division -> 45-60 -> Female","","6,920,897","502,305","800,360","1,821,474","1,427,383","2,369,375"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","120,909","17,675","21,797","39,044","20,969","21,424"
"","Nursery school, preschool","3,164","116","452","574","1,547","475"
"","Kindergarten","1,607","326","735","48","75","423"
"","Grade 1","3,117","396","545","569","1,323","284"
"","Grade 2","4,357","349","315","2,353","569","771"
"","Grade 3","6,601","761","1,005","2,444","1,086","1,305"
"","Grade 4","5,404","88","1,869","2,475","540","432"
"","Grade 5","11,803","1,054","3,076","4,484","1,795","1,394"
"","Grade 6","33,266","4,213","7,226","10,956","6,386","4,485"
"","Grade 7","15,463","2,638","3,926","5,717","1,345","1,837"
"","Grade 8","34,917","7,964","5,655","12,081","5,241","3,976"
"","Grade 9","65,637","11,898","14,979","20,673","10,919","7,168"
"","Grade 10","62,280","12,007","12,785","20,317","9,942","7,229"
"","Grade 11","69,767","16,205","15,718","19,879","11,446","6,519"
"","12th grade - no diploma","105,163","15,661","20,205","34,830","18,132","16,335"
"","Regular high school diploma","1,287,372","139,830","219,238","414,041","274,166","240,097"
"","GED or alternative credential","244,900","36,021","43,464","77,197","45,692","42,526"
"","Some college, but less than 1 year","431,250","40,124","59,500","131,822","94,095","105,709"
"","1 or more years of college credit, no degree","783,948","63,568","109,983","227,590","169,790","213,017"
"","Associate's degree","758,939","49,886","98,582","222,022","176,447","212,002"
"","Bachelor's degree","1,608,423","52,599","105,535","352,392","334,151","763,746"
"","Master's degree","932,291","21,242","43,571","172,536","185,248","509,694"
"","Professional degree beyond a bachelor's degree","185,762","4,708","7,324","27,839","29,735","116,156"
"","Doctorate degree","144,557","2,976","2,875","19,591","26,744","92,371"
" -> South Atlantic Division -> 61+","","16,427,000","2,341,829","2,979,582","4,980,000","2,732,839","3,392,750"
" -> South Atlantic Division -> 61+ -> Male","","7,406,441","863,482","1,224,150","2,276,027","1,327,109","1,715,673"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","126,954","30,198","27,678","33,064","19,729","16,285"
"","Nursery school, preschool","1,340","89","534","282","54","381"
"","Kindergarten","1,604","1,105","39","175","39","246"
"","Grade 1","1,860","143","1,183","488","46","0"
"","Grade 2","4,986","1,796","610","1,600","678","302"
"","Grade 3","11,941","3,226","3,497","2,081","2,371","766"
"","Grade 4","9,203","3,187","2,365","1,732","1,009","910"
"","Grade 5","12,448","1,956","3,498","3,505","1,938","1,551"
"","Grade 6","40,879","11,697","10,324","9,371","5,565","3,922"
"","Grade 7","32,191","10,773","8,437","8,628","2,318","2,035"
"","Grade 8","62,168","17,962","17,975","15,108","4,643","6,480"
"","Grade 9","82,961","25,325","23,987","20,239","9,007","4,403"
"","Grade 10","113,805","30,023","30,104","33,549","10,614","9,515"
"","Grade 11","114,501","31,748","30,467","33,752","10,956","7,578"
"","12th grade - no diploma","150,245","29,855","31,958","48,466","20,382","19,584"
"","Regular high school diploma","1,672,926","251,637","375,322","586,855","257,930","201,182"
"","GED or alternative credential","310,280","48,415","71,082","112,410","45,057","33,316"
"","Some college, but less than 1 year","470,017","54,550","83,506","170,037","85,567","76,357"
"","1 or more years of college credit, no degree","873,604","93,793","154,286","302,404","166,837","156,284"
"","Associate's degree","572,722","57,759","92,350","201,890","112,438","108,285"
"","Bachelor's degree","1,467,845","95,242","158,925","417,564","305,929","490,185"
"","Master's degree","781,905","41,323","64,571","184,248","170,978","320,785"
"","Professional degree beyond a bachelor's degree","287,995","12,553","19,271","50,341","49,797","156,033"
"","Doctorate degree","202,061","9,127","12,181","38,238","43,227","99,288"
" -> South Atlantic Division -> 61+ -> Female","","9,020,559","1,478,347","1,755,432","2,703,973","1,405,730","1,677,077"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","154,520","37,657","31,016","40,773","22,086","22,988"
"","Nursery school, preschool","3,550","323","1,155","1,650","200","222"
"","Kindergarten","2,379","500","443","912","206","318"
"","Grade 1","2,385","613","1,062","255","320","135"
"","Grade 2","5,956","1,352","682","2,574","297","1,051"
"","Grade 3","14,751","7,019","2,626","2,530","742","1,834"
"","Grade 4","12,837","4,965","2,647","2,642","1,195","1,388"
"","Grade 5","18,914","5,250","3,961","4,547","2,507","2,649"
"","Grade 6","50,798","17,554","11,172","12,056","5,334","4,682"
"","Grade 7","26,724","9,487","5,904","7,034","2,074","2,225"
"","Grade 8","77,715","27,079","18,478","18,687","7,908","5,563"
"","Grade 9","90,019","36,188","19,910","20,486","6,572","6,863"
"","Grade 10","130,827","46,871","37,390","28,196","9,814","8,556"
"","Grade 11","129,032","43,029","30,911","34,755","11,632","8,705"
"","12th grade - no diploma","173,357","43,353","38,903","47,190","22,396","21,515"
"","Regular high school diploma","2,341,156","465,550","568,040","722,492","306,547","278,527"
"","GED or alternative credential","329,321","81,526","83,582","96,948","37,904","29,361"
"","Some college, but less than 1 year","686,527","113,255","147,670","224,217","107,804","93,581"
"","1 or more years of college credit, no degree","1,083,695","180,932","228,925","354,550","159,335","159,953"
"","Associate's degree","870,931","126,393","165,266","283,365","142,611","153,296"
"","Bachelor's degree","1,625,069","142,124","232,952","470,952","314,119","464,922"
"","Master's degree","894,603","64,491","94,923","258,331","188,316","288,542"
"","Professional degree beyond a bachelor's degree","167,440","12,671","15,946","40,914","29,946","67,963"
"","Doctorate degree","128,053","10,165","11,868","27,917","25,865","52,238"
" -> East South Central Division","","14,711,676","1,801,220","2,488,390","4,611,122","2,849,424","2,961,520"
" -> East South Central Division -> 18-29","","2,766,311","326,366","472,192","933,301","559,563","474,889"
" -> East South Central Division -> 18-29 -> Male","","1,377,046","137,829","217,327","476,566","286,061","259,263"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","12,831","2,504","2,927","3,048","1,578","2,774"
"","Nursery school, preschool","1,580","0","826","631","44","79"
"","Kindergarten","402","269","133","0","0","0"
"","Grade 1","539","0","0","86","453","0"
"","Grade 2","285","0","0","241","44","0"
"","Grade 3","1,508","378","0","286","83","761"
"","Grade 4","249","0","95","17","0","137"
"","Grade 5","1,011","0","129","842","40","0"
"","Grade 6","3,085","436","311","1,979","71","288"
"","Grade 7","1,570","732","222","184","432","0"
"","Grade 8","6,878","989","998","2,220","1,061","1,610"
"","Grade 9","12,846","1,879","2,408","4,049","1,901","2,609"
"","Grade 10","18,535","3,944","3,087","7,112","1,808","2,584"
"","Grade 11","60,458","8,848","12,251","16,852","9,813","12,694"
"","12th grade - no diploma","37,774","4,668","6,458","12,769","7,626","6,253"
"","Regular high school diploma","513,903","48,681","91,807","182,766","104,530","86,119"
"","GED or alternative credential","38,240","5,206","6,883","13,970","6,054","6,127"
"","Some college, but less than 1 year","101,032","8,048","13,708","37,238","23,756","18,282"
"","1 or more years of college credit, no degree","211,878","23,056","32,960","75,824","36,023","44,015"
"","Associate's degree","95,194","7,830","12,518","32,387","23,541","18,918"
"","Bachelor's degree","211,221","18,063","23,552","71,040","54,573","43,993"
"","Master's degree","34,919","1,791","4,984","9,726","9,371","9,047"
"","Professional degree beyond a bachelor's degree","7,654","431","563","2,323","2,576","1,761"
"","Doctorate degree","3,454","76","507","976","683","1,212"
" -> East South Central Division -> 18-29 -> Female","","1,389,265","188,537","254,865","456,735","273,502","215,626"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","10,031","1,874","3,720","3,049","539","849"
"","Nursery school, preschool","1,327","0","113","571","453","190"
"","Kindergarten","133","0","133","0","0","0"
"","Grade 1","0","0","0","0","0","0"
"","Grade 2","245","0","138","0","107","0"
"","Grade 3","126","13","113","0","0","0"
"","Grade 4","785","124","498","163","0","0"
"","Grade 5","419","111","0","0","131","177"
"","Grade 6","1,819","474","264","78","914","89"
"","Grade 7","772","130","21","66","190","365"
"","Grade 8","5,916","213","1,700","1,615","1,840","548"
"","Grade 9","7,284","1,988","1,450","2,046","618","1,182"
"","Grade 10","10,165","1,676","3,595","3,072","759","1,063"
"","Grade 11","49,128","8,257","9,894","14,266","7,432","9,279"
"","12th grade - no diploma","26,717","5,020","5,791","8,716","4,599","2,591"
"","Regular high school diploma","407,503","69,148","82,072","134,908","66,255","55,120"
"","GED or alternative credential","27,944","4,440","7,483","8,745","4,237","3,039"
"","Some college, but less than 1 year","105,039","13,714","20,927","36,643","18,366","15,389"
"","1 or more years of college credit, no degree","255,307","42,512","49,949","78,817","45,091","38,938"
"","Associate's degree","112,333","11,183","17,559","39,751","25,042","18,798"
"","Bachelor's degree","278,168","23,160","39,909","98,411","66,711","49,977"
"","Master's degree","69,887","3,669","8,447","21,663","23,889","12,219"
"","Professional degree beyond a bachelor's degree","10,600","145","534","2,494","3,996","3,431"
"","Doctorate degree","7,617","686","555","1,661","2,333","2,382"
" -> East South Central Division -> 30-44","","3,685,263","305,691","513,256","1,187,893","849,427","828,996"
" -> East South Central Division -> 30-44 -> Male","","1,762,671","116,993","226,653","596,815","418,381","403,829"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","27,022","4,761","6,092","9,407","3,732","3,030"
"","Nursery school, preschool","791","83","300","408","0","0"
"","Kindergarten","319","50","62","207","0","0"
"","Grade 1","242","0","107","135","0","0"
"","Grade 2","1,184","162","439","178","405","0"
"","Grade 3","2,945","223","519","598","83","1,522"
"","Grade 4","1,483","603","326","347","0","207"
"","Grade 5","3,598","601","271","158","1,046","1,522"
"","Grade 6","7,562","752","2,087","3,741","737","245"
"","Grade 7","5,757","496","2,388","2,250","623","0"
"","Grade 8","11,916","1,382","3,250","4,701","1,625","958"
"","Grade 9","17,910","2,443","6,105","4,615","2,425","2,322"
"","Grade 10","18,746","4,015","5,671","5,093","2,384","1,583"
"","Grade 11","24,588","4,845","6,495","9,381","2,453","1,414"
"","12th grade - no diploma","36,627","2,902","6,970","15,773","6,822","4,160"
"","Regular high school diploma","414,409","35,955","70,710","169,445","87,040","51,259"
"","GED or alternative credential","108,874","11,525","19,300","45,929","19,941","12,179"
"","Some college, but less than 1 year","116,629","9,132","15,956","43,876","29,218","18,447"
"","1 or more years of college credit, no degree","244,226","15,304","31,308","91,542","59,670","46,402"
"","Associate's degree","157,996","5,342","17,807","58,836","44,337","31,674"
"","Bachelor's degree","353,754","8,021","19,285","88,725","102,441","135,282"
"","Master's degree","136,841","6,257","8,728","29,607","38,243","54,006"
"","Professional degree beyond a bachelor's degree","38,713","1,185","1,524","5,761","6,272","23,971"
"","Doctorate degree","30,539","954","953","6,102","8,884","13,646"
" -> East South Central Division -> 30-44 -> Female","","1,922,592","188,698","286,603","591,078","431,046","425,167"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","27,261","6,375","7,720","7,222","3,639","2,305"
"","Nursery school, preschool","287","215","0","72","0","0"
"","Kindergarten","142","0","0","77","65","0"
"","Grade 1","822","0","365","457","0","0"
"","Grade 2","1,355","658","161","371","83","82"
"","Grade 3","1,592","184","788","620","0","0"
"","Grade 4","673","175","0","354","87","57"
"","Grade 5","1,944","489","1,265","143","47","0"
"","Grade 6","6,409","1,505","876","2,951","799","278"
"","Grade 7","2,747","703","716","758","570","0"
"","Grade 8","8,627","2,162","1,669","3,055","939","802"
"","Grade 9","13,275","2,514","2,884","5,064","1,906","907"
"","Grade 10","17,192","5,918","3,000","5,501","2,048","725"
"","Grade 11","26,020","8,317","7,945","5,417","2,284","2,057"
"","12th grade - no diploma","24,348","5,569","4,066","8,017","4,724","1,972"
"","Regular high school diploma","345,734","57,087","75,795","116,135","62,437","34,280"
"","GED or alternative credential","81,605","12,213","17,838","33,031","12,603","5,920"
"","Some college, but less than 1 year","121,093","18,822","28,880","40,135","21,515","11,741"
"","1 or more years of college credit, no degree","261,631","29,158","51,972","89,420","52,144","38,937"
"","Associate's degree","232,129","16,313","35,940","80,918","59,023","39,935"
"","Bachelor's degree","429,698","14,234","29,314","125,233","118,275","142,642"
"","Master's degree","238,490","4,611","13,314","52,158","70,864","97,543"
"","Professional degree beyond a bachelor's degree","40,637","588","1,717","6,803","8,506","23,023"
"","Doctorate degree","38,881","888","378","7,166","8,488","21,961"
" -> East South Central Division -> 45-60","","3,760,123","385,243","498,122","1,061,266","801,906","1,013,586"
" -> East South Central Division -> 45-60 -> Male","","1,808,518","158,835","222,847","509,596","400,779","516,461"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","32,467","4,489","7,139","11,719","4,997","4,123"
"","Nursery school, preschool","71","0","0","0","36","35"
"","Kindergarten","722","154","165","403","0","0"
"","Grade 1","463","83","380","0","0","0"
"","Grade 2","691","332","76","196","87","0"
"","Grade 3","836","0","168","393","135","140"
"","Grade 4","458","231","0","201","0","26"
"","Grade 5","3,254","217","654","362","1,335","686"
"","Grade 6","10,777","1,727","2,846","4,224","1,228","752"
"","Grade 7","4,490","1,298","928","1,901","277","86"
"","Grade 8","19,342","5,703","4,431","3,927","1,968","3,313"
"","Grade 9","26,738","6,189","5,844","9,272","3,110","2,323"
"","Grade 10","30,652","6,403","6,638","11,610","4,542","1,459"
"","Grade 11","36,438","10,851","7,757","10,223","4,947","2,660"
"","12th grade - no diploma","39,919","6,008","8,959","12,241","7,237","5,474"
"","Regular high school diploma","466,860","50,770","77,910","158,480","99,113","80,587"
"","GED or alternative credential","112,852","15,229","19,423","39,364","23,015","15,821"
"","Some college, but less than 1 year","126,880","8,450","15,527","41,992","30,862","30,049"
"","1 or more years of college credit, no degree","218,480","17,687","22,563","64,743","55,806","57,681"
"","Associate's degree","160,654","7,353","13,835","48,913","45,908","44,645"
"","Bachelor's degree","318,280","11,028","21,426","59,571","71,082","155,173"
"","Master's degree","133,280","3,698","4,651","20,743","32,806","71,382"
"","Professional degree beyond a bachelor's degree","35,976","151","757","3,720","6,747","24,601"
"","Doctorate degree","27,938","784","770","5,398","5,541","15,445"
" -> East South Central Division -> 45-60 -> Female","","1,951,605","226,408","275,275","551,670","401,127","497,125"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","29,876","7,865","6,576","9,082","2,921","3,432"
"","Nursery school, preschool","894","77","255","288","263","11"
"","Kindergarten","855","253","0","369","0","233"
"","Grade 1","411","0","411","0","0","0"
"","Grade 2","175","0","0","175","0","0"
"","Grade 3","951","255","234","417","45","0"
"","Grade 4","922","89","0","192","641","0"
"","Grade 5","1,910","864","527","242","160","117"
"","Grade 6","5,845","1,828","1,250","1,572","1,047","148"
"","Grade 7","4,489","915","1,461","798","715","600"
"","Grade 8","16,340","3,900","5,090","4,066","2,349","935"
"","Grade 9","20,592","7,891","5,190","4,753","1,001","1,757"
"","Grade 10","25,037","6,956","5,680","7,958","3,652","791"
"","Grade 11","33,062","11,802","6,395","9,016","3,816","2,033"
"","12th grade - no diploma","32,367","8,056","5,624","10,440","4,600","3,647"
"","Regular high school diploma","407,414","63,464","79,686","136,901","72,037","55,326"
"","GED or alternative credential","109,670","22,975","21,486","35,952","18,912","10,345"
"","Some college, but less than 1 year","130,970","14,161","21,384","40,775","28,490","26,160"
"","1 or more years of college credit, no degree","250,546","29,810","38,987","81,264","54,133","46,352"
"","Associate's degree","228,413","21,631","30,902","66,232","51,764","57,884"
"","Bachelor's degree","367,037","15,089","30,617","83,844","87,170","150,317"
"","Master's degree","208,812","6,477","10,783","44,941","52,192","94,419"
"","Professional degree beyond a bachelor's degree","42,572","1,096","1,433","7,211","8,464","24,368"
"","Doctorate degree","32,445","954","1,304","5,182","6,755","18,250"
" -> East South Central Division -> 61+","","4,499,979","783,920","1,004,820","1,428,662","638,528","644,049"
" -> East South Central Division -> 61+ -> Male","","2,026,659","290,453","430,185","666,340","312,959","326,722"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
