"Dataset: ACS 1-Year Estimates Public Use Microdata Sample (2024)"
"Weight: Housing Unit Weight (WGTP)"
"Universe:"
"Selected Geographies:"
"  East North Central Division"
"  East South Central Division"
"  Middle Atlantic Division"
"  Mountain Division"
"  New England Division"
"  Pacific Division"
"  South Atlantic Division"
"  West North Central Division"
"  West South Central Division"
"","","Income_Group (HINCP_RC1)","","","","",""
"Group","Educational attainment","Total Income_Group (HINCP_RC1)","0-24999","25000-49999","50000-99999","100000-149999","150000+"
"","GED or alternative credential","172,032","31,569","33,702","55,284","27,910","23,567"
"","Some college, but less than 1 year","262,166","28,022","43,287","93,136","47,953","49,768"
"","1 or more years of college credit, no degree","418,936","48,774","62,932","136,651","76,242","94,337"
"","Associate's degree","336,572","33,017","48,695","108,900","69,110","76,850"
"","Bachelor's degree","835,661","51,528","84,363","219,631","173,506","306,633"
"","Master's degree","444,757","24,908","32,824","95,662","95,235","196,128"
"","Professional degree beyond a bachelor's degree","186,012","6,974","9,901","26,133","29,093","113,911"
"","Doctorate degree","110,229","3,764","7,240","16,372","18,275","64,578"
" -> Middle Atlantic Division -> 61+ -> Female","","5,579,825","940,987","1,007,972","1,551,263","877,315","1,202,288"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","164,772","45,702","30,976","36,257","22,988","28,849"
"","Nursery school, preschool","2,825","833","353","513","374","752"
"","Kindergarten","2,416","480","317","508","344","767"
"","Grade 1","4,407","768","2,814","205","472","148"
"","Grade 2","6,887","2,802","541","1,315","1,120","1,109"
"","Grade 3","13,970","6,265","1,963","2,030","1,335","2,377"
"","Grade 4","15,561","7,264","3,300","1,641","1,745","1,611"
"","Grade 5","26,597","9,906","5,503","4,979","3,010","3,199"
"","Grade 6","42,578","16,294","7,492","8,996","3,352","6,444"
"","Grade 7","23,056","10,118","4,157","3,555","2,142","3,084"
"","Grade 8","60,966","21,141","12,622","13,164","6,888","7,151"
"","Grade 9","51,597","20,049","11,358","10,678","4,495","5,017"
"","Grade 10","69,223","23,232","14,855","15,770","9,057","6,309"
"","Grade 11","80,238","29,770","16,441","18,114","6,571","9,342"
"","12th grade - no diploma","129,013","33,501","24,119","33,202","16,433","21,758"
"","Regular high school diploma","1,662,738","328,343","372,624","497,182","229,801","234,788"
"","GED or alternative credential","186,369","46,731","42,143","51,822","22,350","23,323"
"","Some college, but less than 1 year","355,956","60,712","77,937","101,692","54,672","60,943"
"","1 or more years of college credit, no degree","471,342","75,100","89,867","145,863","72,863","87,649"
"","Associate's degree","504,437","66,167","91,541","159,057","91,774","95,898"
"","Bachelor's degree","918,670","88,053","121,542","251,920","161,790","295,365"
"","Master's degree","596,552","35,930","59,799","156,993","132,679","211,151"
"","Professional degree beyond a bachelor's degree","109,576","6,823","8,270","21,970","16,113","56,400"
"","Doctorate degree","80,079","5,003","7,438","13,837","14,947","38,854"
" -> East North Central Division","","35,683,714","3,446,377","5,290,753","10,654,639","7,439,827","8,852,118"
" -> East North Central Division -> 18-29","","6,655,628","626,683","1,009,256","2,063,992","1,463,537","1,492,160"
" -> East North Central Division -> 18-29 -> Male","","3,372,017","273,653","465,531","1,056,952","757,481","818,400"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","33,870","4,227","7,333","11,598","5,438","5,274"
"","Nursery school, preschool","632","0","0","0","632","0"
"","Kindergarten","1,243","903","0","103","159","78"
"","Grade 1","317","0","0","0","201","116"
"","Grade 2","431","63","0","368","0","0"
"","Grade 3","623","190","82","74","141","136"
"","Grade 4","2,178","125","469","799","25","760"
"","Grade 5","1,247","217","23","542","335","130"
"","Grade 6","4,718","0","599","1,908","1,176","1,035"
"","Grade 7","1,997","0","678","1,119","0","200"
"","Grade 8","24,659","1,199","2,709","9,104","3,756","7,891"
"","Grade 9","15,899","2,399","5,007","5,090","1,838","1,565"
"","Grade 10","45,373","6,260","8,400","14,936","8,616","7,161"
"","Grade 11","137,120","11,460","21,610","42,788","26,091","35,171"
"","12th grade - no diploma","85,442","7,992","15,939","29,716","14,281","17,514"
"","Regular high school diploma","1,184,557","96,449","179,797","390,711","266,279","251,321"
"","GED or alternative credential","84,613","7,141","16,579","31,029","15,875","13,989"
"","Some college, but less than 1 year","233,945","13,915","28,742","75,796","57,450","58,042"
"","1 or more years of college credit, no degree","542,747","60,966","80,438","155,292","116,266","129,785"
"","Associate's degree","203,235","11,621","21,566","68,757","48,542","52,749"
"","Bachelor's degree","637,401","40,408","59,448","181,006","158,228","198,311"
"","Master's degree","98,458","5,654","13,701","26,244","24,811","28,048"
"","Professional degree beyond a bachelor's degree","18,198","1,429","1,847","6,248","3,695","4,979"
"","Doctorate degree","13,114","1,035","564","3,724","3,646","4,145"
" -> East North Central Division -> 18-29 -> Female","","3,283,611","353,030","543,725","1,007,040","706,056","673,760"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","27,185","5,566","6,623","7,734","4,258","3,004"
"","Nursery school, preschool","1,774","0","855","397","126","396"
"","Kindergarten","677","0","283","394","0","0"
"","Grade 1","29","0","0","29","0","0"
"","Grade 2","0","0","0","0","0","0"
"","Grade 3","651","274","0","360","17","0"
"","Grade 4","1,559","414","208","891","0","46"
"","Grade 5","751","0","309","21","421","0"
"","Grade 6","4,030","798","544","1,576","797","315"
"","Grade 7","2,057","296","1,149","0","411","201"
"","Grade 8","25,923","1,719","2,987","10,054","4,811","6,352"
"","Grade 9","11,462","3,737","2,034","3,498","1,283","910"
"","Grade 10","25,642","6,696","8,330","5,640","2,704","2,272"
"","Grade 11","112,559","15,860","18,033","34,059","19,784","24,823"
"","12th grade - no diploma","65,171","8,274","13,343","18,741","11,897","12,916"
"","Regular high school diploma","893,740","111,724","170,864","287,820","164,577","158,755"
"","GED or alternative credential","63,834","11,770","11,845","18,868","12,289","9,062"
"","Some college, but less than 1 year","236,759","24,262","39,380","88,522","46,363","38,232"
"","1 or more years of college credit, no degree","583,828","84,446","114,339","172,460","109,545","103,038"
"","Associate's degree","240,525","14,541","38,051","83,543","61,595","42,795"
"","Bachelor's degree","768,685","47,222","89,177","218,896","207,162","206,228"
"","Master's degree","171,748","11,524","21,767","43,631","48,234","46,592"
"","Professional degree beyond a bachelor's degree","27,407","3,162","2,619","5,979","6,022","9,625"
"","Doctorate degree","17,615","745","985","3,927","3,760","8,198"
" -> East North Central Division -> 30-44","","9,024,420","566,678","1,063,665","2,660,230","2,183,398","2,550,449"
" -> East North Central Division -> 30-44 -> Male","","4,445,458","239,878","483,020","1,352,860","1,109,499","1,260,201"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","73,402","10,489","15,633","25,717","11,448","10,115"
"","Nursery school, preschool","139","0","92","0","0","47"
"","Kindergarten","507","0","0","0","0","507"
"","Grade 1","571","0","415","156","0","0"
"","Grade 2","3,551","0","2,263","939","349","0"
"","Grade 3","2,141","79","642","680","73","667"
"","Grade 4","2,142","877","62","612","319","272"
"","Grade 5","1,976","0","598","853","525","0"
"","Grade 6","13,722","1,083","3,540","6,146","2,008","945"
"","Grade 7","4,313","313","1,020","1,714","607","659"
"","Grade 8","35,449","3,149","5,400","14,573","6,464","5,863"
"","Grade 9","30,650","3,848","7,620","11,788","4,406","2,988"
"","Grade 10","37,390","4,455","8,419","14,909","6,473","3,134"
"","Grade 11","47,215","8,560","11,525","17,047","5,933","4,150"
"","12th grade - no diploma","84,766","7,853","14,504","32,547","17,427","12,435"
"","Regular high school diploma","963,474","79,324","140,911","364,286","237,888","141,065"
"","GED or alternative credential","213,706","21,976","40,346","83,652","44,148","23,584"
"","Some college, but less than 1 year","279,030","15,273","39,940","97,270","74,880","51,667"
"","1 or more years of college credit, no degree","588,745","33,309","74,355","203,734","152,941","124,406"
"","Associate's degree","400,059","11,366","34,009","131,075","129,740","93,869"
"","Bachelor's degree","1,080,681","24,277","61,832","240,796","288,235","465,541"
"","Master's degree","399,971","10,037","14,340","74,584","96,298","204,712"
"","Professional degree beyond a bachelor's degree","95,882","1,590","2,121","14,126","12,400","65,645"
"","Doctorate degree","85,976","2,020","3,433","15,656","16,937","47,930"
" -> East North Central Division -> 30-44 -> Female","","4,578,962","326,800","580,645","1,307,370","1,073,899","1,290,248"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","62,130","9,421","13,609","20,965","9,125","9,010"
"","Nursery school, preschool","1,991","165","444","110","37","1,235"
"","Kindergarten","377","223","0","26","0","128"
"","Grade 1","122","74","0","0","48","0"
"","Grade 2","1,455","157","768","0","356","174"
"","Grade 3","1,242","245","195","582","220","0"
"","Grade 4","1,834","431","106","920","346","31"
"","Grade 5","4,012","2,243","695","477","335","262"
"","Grade 6","16,436","2,266","4,255","7,038","1,456","1,421"
"","Grade 7","4,176","992","1,190","1,325","0","669"
"","Grade 8","31,607","3,311","5,104","13,605","4,563","5,024"
"","Grade 9","28,425","5,411","6,712","10,845","3,946","1,511"
"","Grade 10","37,975","9,267","10,954","11,624","3,845","2,285"
"","Grade 11","45,786","13,124","15,152","11,972","4,058","1,480"
"","12th grade - no diploma","66,908","8,979","16,962","22,022","12,504","6,441"
"","Regular high school diploma","709,014","93,925","138,081","246,420","144,250","86,338"
"","GED or alternative credential","139,703","15,973","28,575","52,978","24,418","17,759"
"","Some college, but less than 1 year","290,285","36,788","51,440","102,629","62,605","36,823"
"","1 or more years of college credit, no degree","562,493","53,172","102,891","194,748","123,873","87,809"
"","Associate's degree","501,920","27,525","72,283","150,533","148,657","102,922"
"","Bachelor's degree","1,232,225","28,849","81,306","292,221","347,117","482,732"
"","Master's degree","639,382","12,050","24,043","136,616","152,522","314,151"
"","Professional degree beyond a bachelor's degree","108,357","1,330","3,060","15,718","15,495","72,754"
"","Doctorate degree","91,107","879","2,820","13,996","14,123","59,289"
" -> East North Central Division -> 45-60","","8,883,236","650,767","952,751","2,255,739","2,004,508","3,019,471"
" -> East North Central Division -> 45-60 -> Male","","4,341,692","284,581","445,070","1,093,357","991,874","1,526,810"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","75,555","10,653","13,030","25,394","14,560","11,918"
"","Nursery school, preschool","687","131","71","301","184","0"
"","Kindergarten","1,293","0","935","204","90","64"
"","Grade 1","1,718","402","170","763","207","176"
"","Grade 2","1,397","38","215","215","929","0"
"","Grade 3","2,682","86","699","719","73","1,105"
"","Grade 4","4,981","0","1,523","2,260","309","889"
"","Grade 5","4,158","111","499","962","914","1,672"
"","Grade 6","27,797","2,611","5,010","10,499","5,245","4,432"
"","Grade 7","5,282","1,227","1,320","881","1,198","656"
"","Grade 8","31,718","2,524","3,645","9,720","6,992","8,837"
"","Grade 9","35,123","5,630","9,058","11,321","6,053","3,061"
"","Grade 10","48,578","7,648","9,943","15,577","8,031","7,379"
"","Grade 11","56,686","11,701","11,261","17,310","9,661","6,753"
"","12th grade - no diploma","92,726","11,964","17,317","29,973","19,813","13,659"
"","Regular high school diploma","1,069,920","89,353","153,169","354,776","257,920","214,702"
"","GED or alternative credential","211,281","23,294","39,322","72,677","44,525","31,463"
"","Some college, but less than 1 year","297,328","22,629","30,008","81,649","81,399","81,643"
"","1 or more years of college credit, no degree","537,444","36,140","57,465","146,712","136,479","160,648"
"","Associate's degree","394,083","19,535","32,279","106,172","105,465","130,632"
"","Bachelor's degree","870,366","26,397","40,656","139,432","191,798","472,083"
"","Master's degree","396,723","9,144","13,139","46,172","74,392","253,876"
"","Professional degree beyond a bachelor's degree","95,708","1,458","2,184","8,785","12,083","71,198"
"","Doctorate degree","78,458","1,905","2,152","10,883","13,554","49,964"
" -> East North Central Division -> 45-60 -> Female","","4,541,544","366,186","507,681","1,162,382","1,012,634","1,492,661"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","79,411","10,562","15,774","23,989","17,084","12,002"
"","Nursery school, preschool","1,402","126","0","529","476","271"
"","Kindergarten","917","125","330","149","313","0"
"","Grade 1","947","343","0","185","353","66"
"","Grade 2","496","270","16","14","196","0"
"","Grade 3","2,097","90","944","80","983","0"
"","Grade 4","3,278","452","988","863","117","858"
"","Grade 5","3,147","217","1,161","774","871","124"
"","Grade 6","27,090","1,831","4,625","10,229","5,570","4,835"
"","Grade 7","4,727","445","789","999","790","1,704"
"","Grade 8","36,309","4,567","5,042","10,438","9,115","7,147"
"","Grade 9","31,319","4,288","6,458","12,433","4,299","3,841"
"","Grade 10","37,422","10,328","7,085","10,785","5,556","3,668"
"","Grade 11","49,089","12,625","12,267","12,953","6,009","5,235"
"","12th grade - no diploma","66,967","9,561","14,027","23,156","12,158","8,065"
"","Regular high school diploma","887,101","104,950","143,731","286,115","199,959","152,346"
"","GED or alternative credential","164,386","30,428","32,256","53,259","27,944","20,499"
"","Some college, but less than 1 year","307,032","31,233","40,238","89,574","73,081","72,906"
"","1 or more years of college credit, no degree","559,209","51,014","79,069","164,426","126,553","138,147"
"","Associate's degree","542,625","37,826","63,851","152,280","131,606","157,062"
"","Bachelor's degree","1,030,809","37,335","56,467","203,479","242,370","491,158"
"","Master's degree","549,889","14,043","18,165","87,233","119,388","311,060"
"","Professional degree beyond a bachelor's degree","84,306","2,027","2,307","7,731","14,200","58,041"
"","Doctorate degree","71,569","1,500","2,091","10,709","13,643","43,626"
" -> East North Central Division -> 61+","","11,120,430","1,602,249","2,265,081","3,674,678","1,788,384","1,790,038"
" -> East North Central Division -> 61+ -> Male","","5,086,440","607,106","932,552","1,740,503","889,349","916,930"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","72,989","17,363","14,466","19,517","12,276","9,367"
"","Nursery school, preschool","541","0","235","139","70","97"
"","Kindergarten","823","329","239","0","103","152"
"","Grade 1","1,716","328","493","856","18","21"
"","Grade 2","2,540","251","720","1,151","70","348"
"","Grade 3","8,471","1,944","2,742","1,415","713","1,657"
"","Grade 4","4,105","1,233","901","915","657","399"
"","Grade 5","5,900","1,191","994","2,701","892","122"
"","Grade 6","18,287","3,370","4,560","4,418","3,419","2,520"
"","Grade 7","10,314","3,137","2,619","1,900","1,741","917"
"","Grade 8","43,416","12,258","10,986","11,957","4,036","4,179"
"","Grade 9","41,243","12,711","11,955","10,246","3,467","2,864"
"","Grade 10","67,053","18,223","17,696","20,105","6,890","4,139"
"","Grade 11","85,867","23,355","22,402","25,949","8,564","5,597"
"","12th grade - no diploma","103,516","22,570","27,821","30,528","14,490","8,107"
"","Regular high school diploma","1,459,187","195,774","344,169","562,600","215,782","140,862"
"","GED or alternative credential","211,893","42,316","47,849","77,838","25,043","18,847"
"","Some college, but less than 1 year","388,312","45,868","74,869","153,073","66,381","48,121"
"","1 or more years of college credit, no degree","621,990","71,325","123,423","225,888","115,772","85,582"
"","Associate's degree","406,125","39,828","69,136","150,352","82,012","64,797"
"","Bachelor's degree","868,750","62,883","99,956","271,578","183,851","250,482"
"","Master's degree","417,379","18,975","35,641","116,138","96,224","150,401"
"","Professional degree beyond a bachelor's degree","145,371","7,567","12,126","29,367","25,973","70,338"
"","Doctorate degree","100,652","4,307","6,554","21,872","20,905","47,014"
" -> East North Central Division -> 61+ -> Female","","6,033,990","995,143","1,332,529","1,934,175","899,035","873,108"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","99,222","25,602","21,708","25,221","13,220","13,471"
"","Nursery school, preschool","2,056","424","247","316","541","528"
"","Kindergarten","1,696","224","83","806","203","380"
"","Grade 1","1,319","172","384","738","25","0"
"","Grade 2","3,646","1,850","720","379","622","75"
"","Grade 3","7,742","1,867","1,592","2,380","1,023","880"
"","Grade 4","6,583","2,296","1,801","1,142","494","850"
"","Grade 5","7,209","1,843","735","1,958","1,266","1,407"
"","Grade 6","22,255","7,366","3,162","7,189","2,240","2,298"
"","Grade 7","9,009","3,151","2,168","1,695","494","1,501"
"","Grade 8","49,864","21,382","9,061","10,026","5,392","4,003"
"","Grade 9","39,351","12,567","11,928","9,122","3,718","2,016"
"","Grade 10","77,868","22,105","22,448","21,263","8,041","4,011"
"","Grade 11","85,704","30,179","25,123","20,432","6,420","3,550"
"","12th grade - no diploma","104,413","28,407","24,912","29,278","12,225","9,591"
"","Regular high school diploma","1,920,231","370,790","521,648","638,813","227,703","161,277"
"","GED or alternative credential","205,899","54,243","54,964","61,243","22,227","13,222"
"","Some college, but less than 1 year","488,703","80,569","121,498","172,722","67,063","46,851"
"","1 or more years of college credit, no degree","720,024","123,084","162,834","243,405","101,849","88,852"
"","Associate's degree","588,623","79,190","126,435","199,077","101,738","82,183"
"","Bachelor's degree","914,552","83,238","138,046","285,028","177,262","230,978"
"","Master's degree","545,049","38,022","67,962","170,410","118,899","149,756"
"","Professional degree beyond a bachelor's degree","76,454","4,230","7,523","18,667","15,588","30,446"
"","Doctorate degree","56,518","2,342","5,547","12,865","10,782","24,982"
" -> West North Central Division","","16,326,241","1,464,783","2,358,512","5,000,714","3,533,434","3,968,798"
" -> West North Central Division -> 18-29","","3,151,374","299,440","512,691","1,030,643","686,916","621,684"
" -> West North Central Division -> 18-29 -> Male","","1,612,873","133,846","244,812","535,241","356,254","342,720"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","17,603","2,803","2,697","6,912","3,025","2,166"
"","Nursery school, preschool","450","0","0","129","159","162"
"","Kindergarten","14","0","14","0","0","0"
"","Grade 1","25","0","0","0","25","0"
"","Grade 2","0","0","0","0","0","0"
"","Grade 3","521","0","424","85","12","0"
"","Grade 4","141","0","0","141","0","0"
"","Grade 5","1,488","0","654","405","429","0"
"","Grade 6","2,375","568","977","103","320","407"
"","Grade 7","761","152","233","376","0","0"
"","Grade 8","7,302","1,165","472","2,766","1,208","1,691"
"","Grade 9","7,689","892","853","2,482","2,906","556"
"","Grade 10","18,201","3,106","4,491","6,043","1,350","3,211"
"","Grade 11","73,760","6,594","7,449","21,374","15,625","22,718"
"","12th grade - no diploma","41,986","5,009","5,320","16,630","9,524","5,503"
"","Regular high school diploma","538,948","42,647","93,110","173,720","119,752","109,719"
"","GED or alternative credential","34,457","3,649","5,931","11,468","6,179","7,230"
"","Some college, but less than 1 year","112,315","5,679","15,773","43,561","24,794","22,508"
"","1 or more years of college credit, no degree","263,815","32,779","47,177","84,077","47,026","52,756"
"","Associate's degree","142,005","6,664","18,782","48,616","39,537","28,406"
"","Bachelor's degree","295,507","14,763","34,369","99,960","73,580","72,835"
"","Master's degree","42,251","6,647","4,242","12,895","8,999","9,468"
"","Professional degree beyond a bachelor's degree","7,729","644","1,394","2,118","1,306","2,267"
"","Doctorate degree","3,530","85","450","1,380","498","1,117"
" -> West North Central Division -> 18-29 -> Female","","1,538,501","165,594","267,879","495,402","330,662","278,964"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","12,884","1,625","4,617","2,701","3,081","860"
"","Nursery school, preschool","0","0","0","0","0","0"
"","Kindergarten","219","37","76","106","0","0"
"","Grade 1","642","0","0","48","277","317"
"","Grade 2","265","265","0","0","0","0"
"","Grade 3","616","0","616","0","0","0"
"","Grade 4","353","0","0","353","0","0"
"","Grade 5","1,834","152","848","167","667","0"
"","Grade 6","1,167","197","282","672","0","16"
"","Grade 7","338","27","107","93","0","111"
"","Grade 8","6,021","1,796","650","1,126","1,460","989"
"","Grade 9","5,583","1,237","1,575","711","2,007","53"
"","Grade 10","10,680","1,448","3,379","3,238","1,488","1,127"
"","Grade 11","47,899","4,364","9,239","11,052","10,258","12,986"
"","12th grade - no diploma","32,306","3,924","5,004","10,132","7,607","5,639"
"","Regular high school diploma","409,575","53,650","82,442","135,561","69,381","68,541"
"","GED or alternative credential","29,621","3,790","6,103","9,809","5,879","4,040"
"","Some college, but less than 1 year","118,867","14,888","25,022","39,442","22,849","16,666"
"","1 or more years of college credit, no degree","266,483","36,481","53,488","85,890","50,409","40,215"
"","Associate's degree","142,517","10,676","23,325","52,252","32,958","23,306"
"","Bachelor's degree","362,415","25,773","41,671","121,765","96,209","76,997"
"","Master's degree","63,010","2,818","7,193","15,992","19,079","17,928"
"","Professional degree beyond a bachelor's degree","13,053","1,374","1,004","2,217","3,518","4,940"
"","Doctorate degree","12,153","1,072","1,238","2,075","3,535","4,233"
" -> West North Central Division -> 30-44","","4,238,226","216,274","455,124","1,266,836","1,100,375","1,199,617"
" -> West North Central Division -> 30-44 -> Male","","2,119,102","93,027","223,819","652,595","560,928","588,733"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","31,311","2,488","8,153","11,816","4,264","4,590"
"","Nursery school, preschool","842","500","23","319","0","0"
"","Kindergarten","430","232","26","48","124","0"
"","Grade 1","24","0","0","24","0","0"
"","Grade 2","888","0","770","118","0","0"
"","Grade 3","1,946","265","111","958","117","495"
"","Grade 4","1,340","0","53","620","667","0"
"","Grade 5","2,281","0","879","785","617","0"
"","Grade 6","6,842","703","1,528","2,358","1,556","697"
"","Grade 7","1,037","0","299","131","607","0"
"","Grade 8","13,550","413","2,671","4,433","3,436","2,597"
"","Grade 9","12,247","2,446","1,995","5,093","2,562","151"
"","Grade 10","18,086","618","2,904","9,689","3,600","1,275"
"","Grade 11","25,999","3,103","5,314","9,775","5,001","2,806"
"","12th grade - no diploma","37,100","2,942","6,152","13,688","7,858","6,460"
"","Regular high school diploma","426,159","29,037","70,494","161,435","105,128","60,065"
"","GED or alternative credential","90,121","7,260","15,643","34,230","19,978","13,010"
"","Some college, but less than 1 year","137,099","6,643","14,047","49,181","40,658","26,570"
"","1 or more years of college credit, no degree","271,891","13,219","29,215","104,334","72,066","53,057"
"","Associate's degree","253,136","7,867","23,742","82,902","80,116","58,509"
"","Bachelor's degree","521,292","11,815","27,341","113,209","153,345","215,582"
"","Master's degree","182,072","2,906","9,563","34,693","45,750","89,160"
"","Professional degree beyond a bachelor's degree","47,386","138","1,631","4,733","6,037","34,847"
"","Doctorate degree","36,023","432","1,265","8,023","7,441","18,862"
" -> West North Central Division -> 30-44 -> Female","","2,119,124","123,247","231,305","614,241","539,447","610,884"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","30,173","5,125","7,607","8,335","4,855","4,251"
"","Nursery school, preschool","432","0","0","0","129","303"
"","Kindergarten","291","0","241","50","0","0"
"","Grade 1","392","0","289","0","61","42"
"","Grade 2","193","193","0","0","0","0"
"","Grade 3","1,173","120","97","366","418","172"
"","Grade 4","1,894","284","1,329","281","0","0"
"","Grade 5","924","0","360","382","0","182"
"","Grade 6","5,578","357","655","2,937","667","962"
"","Grade 7","2,342","380","35","1,562","365","0"
"","Grade 8","9,962","1,623","1,947","2,165","2,923","1,304"
"","Grade 9","11,392","2,633","2,199","3,800","1,587","1,173"
"","Grade 10","14,205","3,002","3,733","5,346","1,364","760"
"","Grade 11","20,455","5,172","4,531","5,776","2,967","2,009"
"","12th grade - no diploma","28,355","6,091","4,450","8,404","5,349","4,061"
"","Regular high school diploma","294,989","28,044","57,107","113,241","60,286","36,311"
"","GED or alternative credential","55,819","7,317","12,002","19,596","10,620","6,284"
"","Some college, but less than 1 year","137,362","13,943","22,532","47,144","33,138","20,605"
"","1 or more years of college credit, no degree","256,658","17,292","38,592","95,025","65,820","39,929"
"","Associate's degree","271,803","15,279","24,785","90,397","78,354","62,988"
"","Bachelor's degree","585,914","10,233","36,380","139,119","169,345","230,837"
"","Master's degree","289,833","4,508","10,795","56,555","82,034","135,941"
"","Professional degree beyond a bachelor's degree","45,180","468","297","5,796","5,767","32,852"
"","Doctorate degree","53,805","1,183","1,342","7,964","13,398","29,918"
" -> West North Central Division -> 45-60","","3,913,132","257,319","388,436","1,006,692","902,710","1,357,975"
" -> West North Central Division -> 45-60 -> Male","","1,936,284","114,678","175,991","494,890","452,659","698,066"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","32,138","4,367","5,526","9,614","8,398","4,233"
"","Nursery school, preschool","71","0","0","71","0","0"
"","Kindergarten","30","0","30","0","0","0"
"","Grade 1","374","0","0","175","109","90"
"","Grade 2","56","0","0","56","0","0"
"","Grade 3","499","0","173","68","258","0"
"","Grade 4","852","0","77","498","104","173"
"","Grade 5","3,334","317","403","1,018","690","906"
"","Grade 6","10,940","640","2,948","4,345","1,727","1,280"
"","Grade 7","5,229","1,274","1,030","581","2,044","300"
"","Grade 8","11,809","2,360","1,335","3,696","2,882","1,536"
"","Grade 9","11,718","1,812","2,530","5,089","1,543","744"
"","Grade 10","16,433","3,587","2,587","5,207","2,572","2,480"
"","Grade 11","21,401","4,778","3,881","6,505","3,283","2,954"
"","12th grade - no diploma","35,946","3,987","6,627","10,723","8,143","6,466"
"","Regular high school diploma","425,028","34,864","54,732","138,875","103,269","93,288"
"","GED or alternative credential","95,417","12,149","16,863","32,020","19,181","15,204"
"","Some college, but less than 1 year","133,523","9,363","15,279","35,029","37,122","36,730"
"","1 or more years of college credit, no degree","247,430","12,535","24,940","72,316","60,456","77,183"
"","Associate's degree","220,075","9,388","13,302","61,876","61,268","74,241"
"","Bachelor's degree","422,859","9,026","15,725","75,116","91,261","231,731"
"","Master's degree","163,532","3,368","5,922","23,137","36,266","94,839"
"","Professional degree beyond a bachelor's degree","44,268","291","1,248","4,558","5,313","32,858"
"","Doctorate degree","33,322","572","833","4,317","6,770","20,830"
" -> West North Central Division -> 45-60 -> Female","","1,976,848","142,641","212,445","511,802","450,051","659,909"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","32,033","2,198","5,985","11,196","7,491","5,163"
"","Nursery school, preschool","934","21","376","355","0","182"
"","Kindergarten","786","0","428","358","0","0"
"","Grade 1","107","0","0","107","0","0"
"","Grade 2","933","165","0","589","179","0"
"","Grade 3","870","0","0","615","25","230"
"","Grade 4","996","0","0","822","104","70"
"","Grade 5","2,752","0","1,345","782","514","111"
"","Grade 6","9,407","1,434","916","3,562","2,165","1,330"
"","Grade 7","3,036","1,422","235","513","541","325"
"","Grade 8","11,898","2,326","1,826","4,288","2,011","1,447"
"","Grade 9","10,090","1,485","2,279","2,409","1,613","2,304"
"","Grade 10","14,022","3,727","2,580","4,968","2,224","523"
"","Grade 11","17,681","6,462","3,680","3,679","2,484","1,376"
"","12th grade - no diploma","27,760","2,233","6,562","9,450","4,534","4,981"
"","Regular high school diploma","335,719","40,225","59,783","100,567","73,286","61,858"
"","GED or alternative credential","68,788","10,113","12,680","22,922","13,151","9,922"
"","Some college, but less than 1 year","139,057","14,422","18,975","41,638","34,655","29,367"
"","1 or more years of college credit, no degree","240,098","20,672","29,129","70,631","58,452","61,214"
"","Associate's degree","253,449","13,461","25,469","74,215","66,269","74,035"
"","Bachelor's degree","485,348","15,848","28,444","106,981","108,477","225,598"
"","Master's degree","244,305","4,459","9,192","41,858","59,705","129,091"
"","Professional degree beyond a bachelor's degree","42,971","1,398","1,213","5,090","6,786","28,484"
"","Doctorate degree","33,808","570","1,348","4,207","5,385","22,298"
" -> West North Central Division -> 61+","","5,023,509","691,750","1,002,261","1,696,543","843,433","789,522"
" -> West North Central Division -> 61+ -> Male","","2,319,347","252,745","418,295","818,423","424,023","405,861"
"","N/A (less than 3 years old)","0","0","0","0","0","0"
"","No schooling completed","26,786","4,734","4,092","9,933","6,462","1,565"
"","Nursery school, preschool","463","0","17","285","0","161"
"","Kindergarten","879","96","223","496","64","0"
"","Grade 1","53","0","0","53","0","0"
"","Grade 2","1,115","226","0","589","300","0"
"","Grade 3","1,086","361","336","287","102","0"
"","Grade 4","1,606","1,078","163","106","147","112"
"","Grade 5","1,565","643","133","760","29","0"
"","Grade 6","2,843","744","413","401","646","639"
"","Grade 7","3,608","2,078","298","935","219","78"
"","Grade 8","19,974","5,934","4,839","6,071","1,811","1,319"
"","Grade 9","12,001","2,300","3,912","3,573","1,360","856"
"","Grade 10","26,821","5,313","6,768","9,480","2,870","2,390"
